ID_EQ_ESP;NOME;NOME_POPULAR;TIPO;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;NOME_BAIRRO_POPULAR;REF_LOGRADOURO;GEOMETRIA;GESTOR_EQUIP_ESPORT;STATUS
1606;ACADEMIA DA PRAÇA RODRIGO EMILE CAMPOS;;ACADEMIA A CÉU ABERTO;PRACA;RODRIGO EMILE CAMPOS;;;CONJUNTO CELSO MACHADO;ENTRE RUAS IBICARAÍ E ORIZÔNIA;POINT (603566.85 7801107.07);SMEL;ATIVO
1663;ACADEMIA DA PRAÇA SÃO JOSÉ;;ACADEMIA A CÉU ABERTO;PRACA;SAO JOSE;;;PARQUE SÃO JOSÉ;ESQUINA RUAS GUILHERMINO ESTEVÃO NASCIMENTO E LOURIVAL GONÇALVES OLIVEIRA;POINT (606768.66 7792237.87);SMEL;ATIVO
1371;ACADEMIA DA PRAÇA JOSÉ NOGUEIRA DE SÁ;;ACADEMIA A CÉU ABERTO;PRACA;JOSE NOGUEIRA DE SA;;;RIO BRANCO;ESQUINA RUA VIRGILINO ROSA;POINT (606782.05 7808541.93);SMEL;ATIVO
1362;ACADEMIA DA PRAÇA RIO BRANCO;;ACADEMIA A CÉU ABERTO;PRACA;RIO BRANCO;;;LAGOINHA LEBLON;ESQUINA RUAS LEME E SÃO CRISTÓVÃO;POINT (605263.75 7809832.09);SMEL;ATIVO
2014;ACADEMIA DA PRAÇA SÃO JOSÉ;;ACADEMIA A CÉU ABERTO;PRACA;SAO JOSE;;;CÉU AZUL;JUNÇÃO DA AVENIDA HORACIO TERENA GUIMARAES E RUA JOÃO GUALBERTO DOS SANTOS;POINT (604274.32 7807325.57);SMEL;ATIVO
1598;ACADEMIA DA PRAÇA AUSTREGESILO DE ATHAYDE;;ACADEMIA A CÉU ABERTO;PRACA;AUSTREGESILO DE ATHAYDE;;;LAJEDO;ESQUINA RUAS PINTOR RENATO LIMA E RODOLFO BERNADELLI;POINT (613928.82 7806068.12);SMEL;ATIVO
1697;ACADEMIA DA PRAÇA CARMO GIFFONI;;ACADEMIA A CÉU ABERTO;PRACA;CARMO GIFFONI;;;ARAGUAIA;ENTRE RUAS BRASITÁLIA E JOSÉ DE OLIVEIRA;POINT (604116.23 7789252.23);SMEL;ATIVO
1489;ACADEMIA DA RUA GUAPE;;ACADEMIA A CÉU ABERTO;RUA;GUAPE;;;PEDREIRA PRADO LOPES;ESQUINA RUA ESCRAVO ISIDORO;POINT (609825.99 7798980.67);SMEL;ATIVO
1564;ACADEMIA DO CEFET;;ACADEMIA A CÉU ABERTO;RUA;JOSE DE ALENCAR;;;NOVA SUISSA;ENTRE AVENIDA AMAZONAS E RUA ALPES;POINT (606821.13 7795888.43);SMEL;ATIVO
1616;ACADEMIA DA RUA DOS EXPEDICIONÁRIOS;;ACADEMIA A CÉU ABERTO;RUA;DOS EXPEDICIONARIOS;;;SANTA AMÉLIA;ESQUINA RUA CAMÕES;POINT (606797.83 7806590.65);SMEL;ATIVO
2746;PISTA DE SKATE DO BOWL DA PEDREIRA;;PISTA DE SKATE;RUA;ESCRAVO ISIDORO;;;PEDREIRA PRADO LOPES;PROXIMO A PRACA SANTA CRUZ;POINT (609826.86 7799038.78);SMEL;ATIVO
1710;ACADEMIA DA VILA OLHOS D'ÁGUA;;ACADEMIA A CÉU ABERTO;RUA;DEZ;;;OLHOS D'ÁGUA;ESQUINA RUAS DEZ E SETE DE SETEMBRO;POINT (608208.0 7788698.0);SMEL;ATIVO
1591;ACADEMIA DA AVENIDA FAZENDA VELHA;;ACADEMIA A CÉU ABERTO;AVENIDA;FAZENDA VELHA;;;JARDIM FELICIDADE;ESQUINA RUA ANTÔNIO ADÃO BATISTA;POINT (612058.43 7807716.51);SMEL;ATIVO
1595;ACADEMIA DO CAMPO MADALENA;;ACADEMIA A CÉU ABERTO;AVENIDA;FAZENDA VELHA;;;JARDIM FELICIDADE;ESQUINA RUA JUVENIL BARBOSA DA SILVA;POINT (612436.34 7807089.22);SMEL;ATIVO
1442;ACADEMIA DA AVENIDA DOIS;;ACADEMIA A CÉU ABERTO;AVENIDA;JORGE ESPESCHIT;;;JARDIM VITÓRIA;ESQUINA RUA DOS BORGES;POINT (616803.14 7805235.39);SMEL;ATIVO
1780;ACADEMIA DO PARQUE JULIEN RIEN;;ACADEMIA A CÉU ABERTO;AVENIDA;DOS BANDEIRANTES;;;ANCHIETA;ESQUINA RUA RIBEIRO JUNQUEIRA;POINT (612331.0 7793249.0);SMEL;ATIVO
1367;ACADEMIA DO PARQUE DO CONFISCO;;ACADEMIA A CÉU ABERTO;RUA;CECILIA MAGALHAES GOMES;;;CONFISCO;ESQUINA RUA OLYMPIO PEREZ MUNHOZ;POINT (602685.96 7803004.38);FPMZB-SMMA;ATIVO
2768;QUADRA DO CRAS CONFISCO;;QUADRA POLIESPORTIVA;RUA;CECILIA MAGALHAES GOMES;;;CONFISCO;ENTRE AS RUAS CECILIA MAGALHAES GOMES RUA K UM E RUA GERALDO BERNARDO DA SILVA;POINT (602690.35 7803125.52);SMASAC;ATIVO
1724;ACADEMIA Do CONJUNTO SANTA MARIA;;ACADEMIA A CÉU ABERTO;RUA;GENTIOS;;;CONJUNTO SANTA MARIA;ESQUINA AVENIDA RAJA GABAGLIA;POINT (608742.28 7793624.76);SMEL;ATIVO
2892;CAMPO DA ARENA SUMARÉ;;CAMPO DE FUTEBOL SOCIETY;RUA;SUMARE;;;APARECIDA SÉTIMA SEÇÃO;ESQUINA DA RUA REIS DE ABREU COM RUA SUMARE;POINT (608313.90 7800348.41);SMEL;ATIVO
1708;ACADEMIA DO PARQUE ECOLÓGICO PADRE ALFREDO SABETTA;;ACADEMIA A CÉU ABERTO;RUA;ANTONIO TEIXEIRA DIAS;;;TEIXEIRA DIAS;ESQUINA RUA VIRGÍLIO MACHADO;POINT (602403.88 7790067.12);FPMZB-SMMA;ATIVO
1739;ACADEMIA DA RUA CAMPESTRE;ACADEMIA DA PRAÇA MIRANTE DA GLORIA;ACADEMIA A CÉU ABERTO;RUA;SANTA MARTA;;;SAGRADA FAMÍLIA;ESQUINA RUA CAMPESTRE;POINT (612899.90 7798054.97);SMEL;ATIVO
1497;ACADEMIA DA PRAÇA DA COMUNIDADE;;ACADEMIA A CÉU ABERTO;PRACA;CHICO PEREIRA;;;DOM CABRAL;ESQUINA ALAMEDA MATURI;POINT (604803.10 7796695.09);SMEL;ATIVO
1934;QUADRA DA PRAÇA DA COMUNIDADE 1;CENTRO ESPORTIVO DOM CABRAL;QUADRA DE FUTSAL;PRACA;CHICO PEREIRA;;;DOM CABRAL;ESQUINA ALAMEDA TINGUASSU;POINT (604766.65 7796769.89);SMEL;ATIVO
1935;QUADRA DA PRAÇA DA COMUNIDADE 2;CENTRO ESPORTIVO DOM CABRAL;QUADRA DE FUTSAL;PRACA;CHICO PEREIRA;;;DOM CABRAL;ESQUINA ALAMEDA TINGUASSU;POINT (604781.95 7796756.51);SMEL;ATIVO
1936;QUADRA DA PRAÇA DA COMUNIDADE 3;CENTRO ESPORTIVO DOM CABRAL;QUADRA DE PETECA;PRACA;CHICO PEREIRA;;;DOM CABRAL;ESQUINA ALAMEDA TINGUASSU;POINT (604788.53 7796741.08);SMEL;ATIVO
2770;QUADRA DA PRAÇA DA COMUNIDADE;;QUADRA DE PETECA;PRACA;CHICO PEREIRA;;;DOM CABRAL;PRACA DA COMUNIDADE;POINT (604796.87 7796750.08);SMEL;ATIVO
3233;QUADRA ARENA BURACÃO;;QUADRA DE FUTSAL;RUA;VINTE E TRES;;;VILA CEMIG;ENTRE AS RUAS VINTE E TRES E VINTE E QUATRO;POINT (605502.72 7788445.16);SMEL;ATIVO
1381;ACADEMIA DA RUA CAJUÍ;;ACADEMIA A CÉU ABERTO;RUA;CAJUI;;;VILA SUZANA I;;POINT (611820.44 7803203.07);SMEL;ATIVO
1503;ACADEMIA DA AVENIDA AVAÍ;;ACADEMIA A CÉU ABERTO;AVENIDA;AVAI;;;DOM BOSCO;ESQUINA RUA WALDEMAR ROCHA;POINT (604265.94 7797601.10);SMEL;ATIVO
1622;ACADEMIA DA AVENIDA SANTA TEREZINHA;;ACADEMIA A CÉU ABERTO;AVENIDA;SANTA TEREZINHA;;;SANTA TEREZINHA;ESQUINA RUA MONSENHOR NOGUEIRA DUARTE;POINT (603983.0 7802159.0);SMEL;ATIVO
1718;ACADEMIA DA AVENIDA ARGELIA;;ACADEMIA A CÉU ABERTO;AVENIDA;ARGELIA;;;BOA VISTA;ESQUINA AVENIDA PETIT;POINT (615949.43 7800389.54);SMEL;ATIVO
1551;ACADEMIA DO FLORAMAR;;ACADEMIA A CÉU ABERTO;RUA;IGARAUNAS;;;FLORAMAR;ESQUINA AVENIDA JOAQUIM CLEMENTE;POINT (611683.26 7805907.67);SMEL;ATIVO
1465;ACADEMIA DA RUA CORONEL ROBSON ZAMPROGNO;;ACADEMIA A CÉU ABERTO;RUA;CORONEL ROBSON ZAMPROGNO;;;GRANJA DE FREITAS;ESQUINA RUA DA OLARIA;POINT (617333.82 7798106.93);SMEL;ATIVO
1430;ACADEMIA DA RUA JACUÍ;;ACADEMIA A CÉU ABERTO;RUA;JACUI;;;ANDIROBA;ESQUINA RUA ARAUÁ;POINT (612503.86 7803127.83);SMEL;ATIVO
1470;ACADEMIA DA PRAÇA JOAO LOBEIRA;ACADEMIA DA PRAÇA PADRE MARCELO;ACADEMIA A CÉU ABERTO;PRACA;JOAO LOBEIRA;;;ALTO VERA CRUZ;ENTRE RUAS ITAIPÚ E VALDETE DA SILVA CORDEIRO;POINT (616228.55 7798071.78);SMEL;ATIVO
1734;ACADEMIA DA PRAÇA GUARÁ;;ACADEMIA A CÉU ABERTO;PRACA;GUARA;;;HORTO FLORESTAL;ESQUINA RUAS CONSELHEIRO ROCHA E SILVA FREIRE;POINT (613764.61 7798657.28);SMEL;ATIVO
1659;ACADEMIA DA PRAÇA SÃO MARCOS;;ACADEMIA A CÉU ABERTO;PRACA;SAO MARCOS;;;VILA NOVA PARAÍSO;ESQUINA RUAS PARAÍSO E SÃO MARCOS;POINT (606191.26 7790673.25);SMEL;ATIVO
1473;ACADEMIA DA PRAÇA CARDOSO;;ACADEMIA A CÉU ABERTO;PRACA;CARDOSO;;;SANTA EFIGÊNIA;ESQUINA RUAS ANIBAL BENÉVOLO E MAESTRO DELÊ ANDRADE;POINT (613728.09 7796374.77);SMEL;ATIVO
1628;ACADEMIA DA RUA ERVA MATE;;ACADEMIA A CÉU ABERTO;RUA;ERVA MATE;;;PIRATININGA;PROXIMO AO BECO BEIRA RIO;POINT (605298.97 7808481.52);SMEL;ATIVO
1418;ACADEMIA DA RUA DAS ALMAS;;ACADEMIA A CÉU ABERTO;PRACA;UM MIL QUINHENTOS E SETENTA E SEIS;;;CONJUNTO PAULO VI;ENTRE RUAS DAS ALMAS E SANTUÁRIO;POINT (617074.0 7806539.0);SMEL;ATIVO
1502;ACADEMIA DA RUA RIO PETRÓPOLIS;;ACADEMIA A CÉU ABERTO;RUA;RIO PETROPOLIS;;;VILA COQUEIRAL;ESQUINA RUA ELI PINHEIRO;POINT (602007.15 7797639.48);SMEL;ATIVO
1361;ACADEMIA DA PRAÇA JOÃO JOSÉ DE ARAÚJO;;ACADEMIA A CÉU ABERTO;PRACA;JOAO JOSE DE ARAUJO;;;MINASCAIXA;ENTRE RUAS PADRE ADOLFO KOLPING E WALFRIDO TEIXEIREIRA SIMÕES;POINT (609068.50 7809491.38);SMEL;ATIVO
1417;ACADEMIA DA TRAVESSA DO DEPÓSITO;;ACADEMIA A CÉU ABERTO;TRAVESSA;DO DEPOSITO;;;MONTES CLAROS;ENTRE RUAS PADRE ARGEMIRO MOREIRA E QUINHENTOS E QUINZE;POINT (616185.0 7806724.0);SMEL;ATIVO
1776;ACADEMIA DA PRAÇA ROBERTO DRUMOND;ACADEMIA DA PRAÇA TIWANAKU;ACADEMIA A CÉU ABERTO;PRACA;ROBERTO DRUMOND;;;SERRA;ENTRE AVENIDA DO CONTORNO E RUA AMÉRICO SCOTTI;POINT (612562.21 7795505.53);SMEL;ATIVO
1633;ACADEMIA DA PRAÇA DA PAZ CELESTIAL;;ACADEMIA A CÉU ABERTO;PRACA;DA PAZ CELESTIAL;;;LAGOA;ESQUINA RUA RAIMUNDO GONÇALVES FIGUEIREDO;POINT (604782.40 7809341.33);SMEL;ATIVO
1587;ACADEMIA DA PRAÇA ANISIO MACHADO;ACADEMIA DA PRAÇA DO CAMPO SÃO BERNARDO;ACADEMIA A CÉU ABERTO;PRACA;ANISIO MACHADO;;;SÃO BERNARDO;ESQUINA RUAS CECÍLIA PINTO E EDNA QUENTEL;POINT (610448.51 7805125.78);SMEL;ATIVO
1554;ACADEMIA DA PRAÇA PAOLA ZANONI CARNEIRO;;ACADEMIA A CÉU ABERTO;PRACA;PAOLA ZANONI CARNEIRO;;;PLANALTO;ENTRE RUAS DAS CLARISSAS E DOM CARLOTO TÁVORA;POINT (610678.11 7805899.29);SMEL;ATIVO
1679;ACADEMIA DA PRAÇA DONA MARIA TERTULIANA;;ACADEMIA A CÉU ABERTO;PRACA;DONA MARIA TERTULIANA;;;LINDÉIA;ESQUINA RUAS ANTÔNIO CELESTINO DE OLIVEIRA E MIMO DO CÉU;POINT (599830.0 7790327.0);SMEL;ATIVO
1455;ACADEMIA DA PRAÇA ERNESTO TASSINI;;ACADEMIA A CÉU ABERTO;PRACA;ERNESTO TASSINI;;;SANTA TEREZA;ESQUINA RUA ALVINÓPOLIS;POINT (614027.18 7797429.61);SMEL;ATIVO
1611;ACADEMIA DA PRAÇA SANTA BÁRBARA;;ACADEMIA A CÉU ABERTO;PRACA;SANTA BARBARA;;;ITAPOÃ;ESQUINA RUAS IRLANDA E SÃO MIGUEL;POINT (608295.35 7805814.02);SMEL;ATIVO
1664;ACADEMIA DA PRAÇA LILE HADDAD;;ACADEMIA A CÉU ABERTO;PRACA;LILE HADDAD;;;HAVAÍ;ESQUINA RUA ESTRELITZIA;POINT (607099.71 7793294.78);SMEL;ATIVO
1368;ACADEMIA DA PRAÇA MARIA VILAS BOAS;;ACADEMIA A CÉU ABERTO;PRACA;MARIA VILAS BOAS;;;MANTIQUEIRA;ENTRE RUAS MARIA DE LOURDES DA CRUZ E MARIA ROSA DA SILVA;POINT (605914.24 7811000.41);SMEL;ATIVO
1590;ACADEMIA DA PRAÇA SILVINO PINHEIRO DA SILVA;;ACADEMIA A CÉU ABERTO;PRACA;SILVINO PINHEIRO DA SILVA;;;JARDIM GUANABARA;ENTRE RUAS JOSÉ HONORATO DE MORAES E NORMA GUILHERMINA DA SILVA;POINT (611311.17 7807620.17);SMEL;ATIVO
1779;ACADEMIA DA PRAÇA DEPUTADO RENATO AZEREDO;;ACADEMIA A CÉU ABERTO;PRACA;DEPUTADO RENATO AZEREDO;;;SION;ESQUINA RUA CALIFÓRNIA;POINT (611554.38 7792897.81);SMEL;ATIVO
1325;CAMPO CAPITÃO EDUARDO;;CAMPO DE FUTEBOL;RUA;PADRE ARGEMIRO MOREIRA;;;CAPITÃO EDUARDO;PROXIMO À RUA FLORESTA TROPICAL;POINT (618121.63 7807560.97);SMEL;ATIVO
1476;ACADEMIA DO CANTEIRO CENTRAL DA AVENIDA DOS CLARINS;;ACADEMIA A CÉU ABERTO;AVENIDA;DOS CLARINS;;;CONJUNTO CALIFÓRNIA I;ESQUINA AVENIDA DAS CASTANHOLAS;POINT (603961.18 7796640.58);SMEL;ATIVO
1434;ACADEMIA DA PRAÇA MARIA NORBERTA SOARES;ACADEMIA DA RUA LAURO GOMES VIDAL;ACADEMIA A CÉU ABERTO;PRACA;MARIA NORBERTA SOARES;;;DOM JOAQUIM;ESQUINA RUAS FELIPE SILVESTRE E LAURO GOMES VIDAL;POINT (613299.02 7801681.62);SMEL;ATIVO
1530;ACADEMIA DA VILA SENHOR DOS PASSOS;;ACADEMIA A CÉU ABERTO;RUA;NOVA SENHOR DOS PASSOS;;;SENHOR DOS PASSOS;ESQUINA BECO AMEDISTA;POINT (610001.35 7798508.69);SMEL;ATIVO
1498;ACADEMIA DO PARQUE DAS JABOTICABEIRAS;;ACADEMIA A CÉU ABERTO;PRACA;DOS ESPORTES;;;CORAÇÃO EUCARÍSTICO;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK;POINT (606186.05 7796570.42);SMEL;ATIVO
1221;PISTA DE SKATE DO PARQUE DAS JABOTICABEIRAS;;PISTA DE SKATE;PRACA;DOS ESPORTES;;;CORAÇÃO EUCARÍSTICO;ENTRE RUAS DOM JOSE PEREIRA LARA E PADRE JOAO CRISOSTOMO;POINT (606174.64 7796580.2);SMEL;ATIVO
1594;ACADEMIA DA PRAÇA SILVINO HOYOS PILOTO;;ACADEMIA A CÉU ABERTO;PRACA;SILVINO HOYOS PILOTO;;;CAMPO ALEGRE;ESQUINA RUAS LINDOLFO COLOR E OSÓRIO DUQUE ESTRADA;POINT (610400.06 7806739.99);SMEL;ATIVO
1549;ACADEMIA DA PRAÇA IONE REZENDE;;ACADEMIA A CÉU ABERTO;PRACA;IONE REZENDE;;;JARDIM GUANABARA;ESQUINA RUAS GASTÃO DA COSTA PINHEIRO E JOSÉ BENJAMIM DE CASTRO;POINT (611252.64 7807085.11);SMEL;ATIVO
1341;QUADRA DA PRAÇA ORVILLI OSWALDO DE GODOI;PRAÇA DO CARDOSO, BANDONION;QUADRA DE FUTSAL;PRACA;ORVILLI OSWALDO DE GODOI;;;MARÇOLA;ESQUINA  RUA BANDONION;POINT (614049.31 7794848.37);SMEL;ATIVO
1770;ACADEMIA DA PRAÇA ORVILLI OSWALDO DE GODOI;;ACADEMIA A CÉU ABERTO;PRACA;ORVILLI OSWALDO DE GODOI;;;MARÇOLA;ESQUINA RUA BANDONION;POINT (614088.0 7794848.0);SMEL;ATIVO
1567;ACADEMIA DA AVENIDA RISOLETA NEVES 2;ACADEMIA DA VIA 240 2;ACADEMIA A CÉU ABERTO;PRACA;TRES MIL E SESSENTA E TRES;;;PROVIDÊNCIA;ESQUINA RUA DOUTOR BENEDITO XAVIER;POINT (612775.24 7804218.72);SMEL;ATIVO
1411;ACADEMIA DA RUA TRÊS MIL E SETENTA E SEIS;ACADEMIA DO PARQUINHO SÃO JUVENDINO;ACADEMIA A CÉU ABERTO;RUA;TRES MIL E SETENTA E SEIS;;;PAULO VI;FINAL DA RUA;POINT (616174.15 7805976.56);SMEL;ATIVO
1425;ACADEMIA DA PRAÇA TIÃO DOS SANTOS;ACADEMIA DO PARQUE TIÃO DOS SANTOS;ACADEMIA A CÉU ABERTO;PRACA;TIAO DOS SANTOS;;;SÃO GABRIEL;ESQUINA RUAS OPERÁRIO SILVA E SANTOS ANJOS;POINT (613548.94 7803992.83);FPMZB-SMMA;ATIVO
1438;ACADEMIA DA PRAÇA PEDRO DE CARVALHO JÚNIOR;;ACADEMIA A CÉU ABERTO;PRACA;PEDRO DE CARVALHO JUNIOR;;;EYMARD;ESQUINA RUAS EXPEDICIONÁRIO HÉLIO PEREIRA E IMPÉRIO;POINT (613378.07 7803429.46);SMEL;ATIVO
1556;ACADEMIA DA PRAÇA MIRANTE DO CAMARGOS;;ACADEMIA A CÉU ABERTO;PRACA;MIRANTE DO CAMARGOS;;;CAMARGOS;ESQUINA RUAS ADELINO GALDINO QUIRINO E DESEMBARGADOR ALONSO STARLING;POINT (602959.67 7794533.55);SMEL;ATIVO
1547;ACADEMIA DA PRAÇA DA SOLIDARIEDADE;;ACADEMIA A CÉU ABERTO;PRACA;DA SOLIDARIEDADE;;;SÃO BERNARDO;ESQUINA RUAS HENRIQUE TANN E SOUZA GOMES;POINT (610664.16 7804916.0);SMEL;ATIVO
1597;ACADEMIA DA RUA ALVINO FERREIRA FELIPE;;ACADEMIA A CÉU ABERTO;PRACA;QUATRO MIL DUZENTOS E NOVENTA E DOIS;;;NOVO AARÃO REIS;ESQUINA AVENIDA DETETIVE EDUARDO FERNANDES E RUA ALVINO FERREIRA FELIPE;POINT (614382.59 7805808.13);SMEL;ATIVO
1769;ACADEMIA DA PRAÇA ANTÔNIO LUZIA MAGALHÃES;;ACADEMIA A CÉU ABERTO;PRACA;ANTONIO LUZIA MAGALHAES;;;SION;ESQUINA AVENIDA NOSSA SENHORA DO CARMO E RUA COLÔMBIA;POINT (611094.23 7793397.28);SMEL;ATIVO
1654;ACADEMIA DA PRAÇA DESBRAVADOR PEDRO HENRIQUE;;ACADEMIA A CÉU ABERTO;PRACA;DESBRAVADOR PEDRO HENRIQUE;;;TREVO;AVENIDA OLAVO BRASIL JUNIOR;POINT (602969.71 7806634.32);SMEL;ATIVO
1703;ACADEMIA DA PRAÇA MEMORIAL A BIBLIA;PRAÇA DA BÍBLIA;ACADEMIA A CÉU ABERTO;PRACA;MEMORIAL A BIBLIA;;;CARDOSO;ENTRE AVENIDA MANOEL SALLES BARBOSA E RUA ITAPETININGA;POINT (603558.0 7787993.0);SMEL;ATIVO
1762;ACADEMIA DA RUA LOURDES MARIA PEDROSA;;ACADEMIA A CÉU ABERTO;RUA;TRES MIL SEISCENTOS E SETENTA E TRES;;;;;POINT (601882.0 7786188.01);SMEL;ATIVO
1610;ACADEMIA DA RUA LUIZ FERREIRA DE SOUZA;;ACADEMIA A CÉU ABERTO;PRACA;TRES MIL QUINHENTOS E SETENTA E TRES;;;CONJUNTO MINASCAIXA;ESQUINA RUA LUIZ FERREIRA DE SOUZA;POINT (609077.0 7809822.0);SMEL;ATIVO
1452;ACADEMIA DA PRAÇA LOUIS BRAILLE;ACADEMIA DA PRAÇA DA SAUDADE;ACADEMIA A CÉU ABERTO;PRACA;LOUIS BRAILLE;;;SAUDADE;FINAL DA RUA JURAMENTO;POINT (615074.09 7797112.43);SMEL;ATIVO
1462;ACADEMIA DA RUA TREZENTOS E VINTE E OITO;;ACADEMIA A CÉU ABERTO;RUA;TREZENTOS E VINTE E OITO;;;GRANJA DE FREITAS;ESQUINA RUA SAO VICENTE;POINT (616869.82 7798198.29);SMEL;ATIVO
3013;QUADRA DO CENTRO POLIESPORTIVO GRANJA DE FREITAS;;QUADRA POLIESPORTIVA;RUA;TREZENTOS E VINTE E OITO;;;GRANJA DE FREITAS;RUA DO GRUPO PROXIMO AO NUMERO 41 GRANJA DE FREITAS;POINT (616744.74 7798538.17);SMEL;INATIVO
1374;ACADEMIA DA PRAÇA SÃO CAETANO DO SUL;;ACADEMIA A CÉU ABERTO;PRACA;SAO CAETANO DO SUL;;;PIRATININGA;PRAÇA SÃO CAETANO DO SUL;POINT (606015.70 7809703.96);SMEL;ATIVO
1400;ACADEMIA DA PRAÇA JOSÉ JEREMIAS DE MESQUITA;;ACADEMIA A CÉU ABERTO;PRACA;JOSE JEREMIAS DE MESQUITA;;;CÉU AZUL;ENTRE RUAS ANTÔNIO GIAROLA E RADIALISTA ISNARD SIMONE;POINT (605099.10 7808363.71);SMEL;ATIVO
1419;ACADEMIA DA RUA DA BATALHA DOS PALMARES;;ACADEMIA A CÉU ABERTO;RUA;DA BATALHA DOS PALMARES;;;DOM SILVÉRIO;FINAL DA RUA;POINT (614253.84 7804007.33);SMEL;ATIVO
2461;ACADEMIA DA RUA DOUTOR CRISTIANO REZENDE;;ACADEMIA A CÉU ABERTO;RUA;DOUTOR CRISTIANO REZENDE;;;BONSUCESSO;ESQUINA COM RUA D;POINT (605936.21 7789973.36);SMEL;ATIVO
2872;QUADRA DA COMUNIDADE DANDARA;;QUADRA POLIESPORTIVA;RUA;WANDERLEY TEIXEIRA MATOS;;;DANDARA;ENTRE AVENIDA DANDARA E RUA WANDERLEY TEIXEIRA MATOS;POINT (603470.06 7807007.99);SMEL;ATIVO
1524;ACADEMIA DA PRAÇA PROFESSOR CORREA NETO;ACADEMIA DO CONJUNTO IAPI;ACADEMIA A CÉU ABERTO;PRACA;PROFESSOR CORREA NETO;;;SÃO CRISTÓVÃO;;POINT (610249.57 7798995.13);SMEL;ATIVO
2747;QUADRA DO CONJUNTO IAPI 1;;QUADRA POLIESPORTIVA;PRACA;PROFESSOR CORREA NETO;;;SÃO CRISTÓVÃO;PRACA PROFESSOR CORREA NETO PROXIMO A ACA CONJUNTO IAPI;POINT (610238.52 7799018.40);SMEL;ATIVO
2748;QUADRA DO CONJUNTO IAPI 2;;QUADRA POLIESPORTIVA;PRACA;PROFESSOR CORREA NETO;;;SÃO CRISTÓVÃO;PRACA PROFESSOR CORREA NETO PROXIMO A ACA CONJUNTO IAPI;POINT (610266.57 7799030.78);SMEL;ATIVO
1393;ACADEMIA DA AVENIDA PROFESSOR CLÓVIS SALGADO;;ACADEMIA A CÉU ABERTO;AVENIDA;PROFESSOR CLOVIS SALGADO;;;URCA;ESQUINA RUA BEIRA MAR;POINT (603117.91 7802228.85);SMEL;ATIVO
1401;ACADEMIA DO CAMPO SANTA TEREZINHA;;ACADEMIA A CÉU ABERTO;AVENIDA;PROFESSOR CLOVIS SALGADO;;;BANDEIRANTES;ESQUINA RUA CASABLANCA;POINT (604159.87 7803183.88);SMEL;ATIVO
1746;ACADEMIA DO CRAS MARIANO DE ABREU;;ACADEMIA A CÉU ABERTO;BECO;TRES MIL SETECENTOS E TRES;;;MARIANO DE ABREU;ESQUINA RUA CINCO DE JANEIRO;POINT (616197.31 7799786.79);SMASAC;ATIVO
1431;ACADEMIA DA PRAÇA RUBEM DARIO;;ACADEMIA A CÉU ABERTO;PRACA;RUBEM DARIO;;;IPÊ;ESQUINA RUAS HELE AMARAL VALADÃO E MARIA DAS GRAÇAS;POINT (614170.08 7802894.76);SMEL;ATIVO
1387;ACADEMIA DA RUA AIMÉE SEMPLE MCPHERSON;;ACADEMIA A CÉU ABERTO;RUA;AIMEE SEMPLE MCPHERSON;;;VILA SANTO ANTÔNIO;ESQUINA COM RUA CARLOS ALBERTO FÉRES;POINT (609081.85 7803507.93);SMEL;ATIVO
1681;ACADEMIA DA PRAÇA JORGE SAID;;ACADEMIA A CÉU ABERTO;PRACA;JORGE SAID;;;TIROL;ENTRE RUAS ANTÔNIO EUSTÁQUI PIAZZA E LUPÉRCIO PAIXÃO;POINT (599886.16 7789201.79);SMEL;ATIVO
1408;ACADEMIA DA PRAÇA GERALDO DE ARAÚJO E SILVA;;ACADEMIA A CÉU ABERTO;PRACA;GERALDO DE ARAUJO E SILVA;;;MANTIQUEIRA;ESQUINA RUAS LUZIA SALOMÃO E JOSÉ FÉLIX MARTINS;POINT (606720.44 7810206.09);SMEL;ATIVO
1482;ACADEMIA DA PRAÇA ORLANDO SILVA;;ACADEMIA A CÉU ABERTO;PRACA;ORLANDO SILVA;;;DOM BOSCO;ENTRE AVENIDA IVAÍ E RUA BOCAÍNA;POINT (605054.05 7797661.72);SMEL;ATIVO
1409;ACADEMIA DA PRAÇA MANOEL BATISTA BAIA;;ACADEMIA A CÉU ABERTO;PRACA;MANOEL BATISTA BAIA;;;MANTIQUEIRA;ESQUINA RUA PEDRO ROCHA POSSAS;POINT (606411.64 7810330.71);SMEL;ATIVO
1656;ACADEMIA DA PRAÇA ENGENHEIRO IRON MARRA;;ACADEMIA A CÉU ABERTO;PRACA;ENGENHEIRO IRON MARRA;;;SANTA AMÉLIA;ESQUINA AVENIDA GUARAPARI E RUA EURICO LIMA GIL;POINT (607398.03 7806429.35);SMEL;ATIVO
1763;ACADEMIA DA PRAÇA CONFRADE CÉLIO SILVA;;ACADEMIA A CÉU ABERTO;PRACA;CONFRADE CELIO SILVA;;;SANTA CECÍLIA;ESQUINA AVENIDA DOUTOR HANS PETER KIERNFF E RUA FLEMIDARK;POINT (601056.99 7788122.23);SMEL;ATIVO
